Region,District,Sub-county,Male,Female,Total,Sex Ratio*,Land Area (Sq. Km),Population Density**
Western,Ntoroko,Kanara,4233,3729,7962,113.5,241.2,33
Western,Ntoroko,Kanara Town Council,4086,3902,7988,104.7,8.1,986
Western,Ntoroko,Karugutu,3172,3080,6252,103,49.4,127
Western,Ntoroko,Karugutu Town Council,5193,5290,10483,98.2,17,617
Western,Ntoroko,Kibuuku Town Council,1137,1037,2174,109.6,77.5,28
Western,Ntoroko,Nombe,4049,4167,8216,97.2,36,228
Western,Ntoroko,Rwebisengo,2363,2173,4536,108.7,438.6,10
Western,Ntoroko,Rwebisengo Town Council,1514,1630,3144,92.9,3.6,873
Western,Ntoroko,Ntoroko Total,34038,32967,67005,103.2,1236.1,54
Western,Ntungamo,Central Division,3908,3830,7738,102,14,553
Western,Ntungamo,Eastern Division,2937,2811,5748,104.5,30.8,187
Western,Ntungamo,Western Division,2715,2518,5233,107.8,5.9,887
Western,Ntungamo,Bwongyera,16092,18793,34885,85.6,92.7,376
Western,Ntungamo,Ihunga,12218,13945,26163,87.6,71.1,368
Western,Ntungamo,Itojo,10838,11437,22275,94.8,138.5,161
Western,Ntungamo,Kayonza,13417,14199,27616,94.5,100.7,274
Western,Ntungamo,Kibatsi,8978,10491,19469,85.6,50.3,387
Western,Ntungamo,Kitwe Town Council,8623,9416,18039,91.6,67,269
Western,Ntungamo,Ngoma,13775,13707,27482,100.5,232.2,118
Western,Ntungamo,Ntungamo,15006,16163,31169,92.8,134.2,232
Western,Ntungamo,Nyabihoko,10692,11313,22005,94.5,83.2,264
Western,Ntungamo,Nyakyera,18245,20174,38419,90.4,188.9,203
Western,Ntungamo,Rubaare,12401,13013,25414,95.3,140.8,180
Western,Ntungamo,Rubaare Town Council,6499,6833,13332,95.1,40.1,332
Western,Ntungamo,Rugarama,15107,16043,31150,94.2,161.4,193
Western,Ntungamo,Ruhaama,20450,22435,42885,91.2,121.2,354
Western,Ntungamo,Rukoni East,11383,12219,23602,93.2,148.5,159
Western,Ntungamo,Rukoni West,8010,8848,16858,90.5,57.9,291
Western,Ntungamo,Rwashamaire Town Council,3614,4094,7708,88.3,15.5,497
Western,Ntungamo,Rweikiniro,17561,19090,36651,92,155.1,236
Western,Ntungamo,Ntungamo Total,232469,251372,483841,92.5,2050,236
Western,Rubirizi,Katanda,8994,9834,18828,91.5,53.1,355
Western,Rubirizi,Katerera,4965,5524,10489,89.9,26.7,393
Western,Rubirizi,Katerera Town Council,4330,4740,9070,91.4,9.5,955
Western,Rubirizi,Katunguru,2158,1647,3805,131,210.7,18
Western,Rubirizi,Kichwamba,8027,8614,16641,93.2,419.1,40
Western,Rubirizi,Kirugu,5416,5886,11302,92,42,269
Western,Rubirizi,Kyabakara,6146,6615,12761,92.9,101,126
Western,Rubirizi,Magambo,5561,5996,11557,92.7,29.5,392
Western,Rubirizi,Rubirizirz Town Council,3845,4359,8204,88.2,5.2,1578
Western,Rubirizi,Rutoto,6185,7066,13251,87.5,161.5,82
Western,Rubirizi,Ryeru,6138,7103,13241,86.4,38,348
Western,Rubirizi,Rubirizi Total,61765,67384,129149,91.7,1096.3,118
Western,Rukungiri,Bugangari,14388,15554,29942,92.5,112.8,265
Western,Rukungiri,Buhunga,10326,11762,22088,87.8,66.5,332
Western,Rukungiri,Buyanja,17515,18620,36135,94.1,114.8,315
Western,Rukungiri,Bwambara,14200,14675,28875,96.8,523.9,55
Western,Rukungiri,Kebisoni,12390,13558,25948,91.4,77.1,337
Western,Rukungiri,Nyakagyeme,15381,16467,31848,93.4,105.7,301
Western,Rukungiri,Nyakishenyi,15911,18222,34133,87.3,132.4,258
Western,Rukungiri,Nyarushanje,20874,24009,44883,86.9,167.8,267
Western,Rukungiri,Ruhinda,12099,13704,25803,88.3,79.7,324
Western,Rukungiri,"Eastern Division,Rukungiri Municipality",5993,6292,12285,95.2,27.3,450
Western,Rukungiri,"Southern Division,Rukungiri Municipality",4318,4896,9214,88.2,16.1,572
Western,Rukungiri,"Western Division,Rukungiri Municipality",6621,6919,13540,95.7,12.4,1092
Western,Rukungiri,Rukungiri Total,150016,164678,314694,91.1,1436.5,219
Western,Sheema,Bugongi Town Council,5552,5995,11547,92.6,36.3,318
Western,Sheema,Kabwohe Itendero T. C.,9531,10171,19702,93.7,36,547
Western,Sheema,Kagango,9498,10267,19765,92.5,74.9,264
Western,Sheema,Kasaana,8247,8833,17080,93.4,75,228
Western,Sheema,Kashozi,6612,7254,13866,91.1,58.7,236
Western,Sheema,Kigarama,9978,11148,21126,89.5,67.8,312
Western,Sheema,Kitagata,8641,9608,18249,89.9,55.9,326
Western,Sheema,Kyangyenyi,14738,15925,30663,92.5,93.7,327
Western,Sheema,Masheruka,7904,8557,16461,92.4,52.4,314
Western,Sheema,Rugarama,4796,5226,10022,91.8,56.2,178
Western,Sheema,Sheema Town Council,7663,8548,16211,89.6,44.8,362
Western,Sheema,Shuuku,6065,6586,12651,92.1,46.9,270
Western,Sheema,Sheema Total,99225,108118,207343,91.8,698.6,297
Northern,Abim,Abim,6156,6478,12634,101,183.9,69
Northern,Abim,Abim Town Council,8429,8739,17168,99.8,110.7,155
Northern,Abim,Alerek,8390,9008,17398,103.3,1249.2,14
Northern,Abim,Lotukei,11176,11798,22974,101.5,190.4,121
Northern,Abim,Morulem,11062,11817,22879,98.6,274,84
Northern,Abim,Nyakwae,7243,7670,14913,102.6,343.5,43
Northern,Abim,Abim Total,52456,55510,107966,94.5,2351.7,46
Northern,Adjumani,Adjumani Town Council,17055,18378,35433,92.8,15.6,2271
Northern,Adjumani,Adropi,5839,5875,11714,99.4,78.1,150
Northern,Adjumani,Arinyapi,5754,5914,11668,97.3,184.9,63
Northern,Adjumani,Ciforo,7147,7324,14471,97.6,167.6,86
Northern,Adjumani,Dzaipi,20167,22721,42888,88.8,237.1,181
Northern,Adjumani,Itirikwa,8187,8908,17095,91.9,708,24
Northern,Adjumani,Ofua,6719,7308,14027,91.9,79.5,176
Northern,Adjumani,Pacara,8365,8805,17170,95,194.4,88
Northern,Adjumani,Pakele,23502,25966,49468,90.5,604,82
Northern,Adjumani,Ukusijoni,5563,5754,11317,96.7,685.4,17
Northern,Adjumani,Adjumani Total,108298,116953,225251,92.6,2954.6,76
Northern,Agago,Adilang,9896,10378,20274,95.4,390.4,51.9
Northern,Agago,Agago Town Council,2869,3162,6031,90.7,49.2,122.6
Northern,Agago,Arum,5779,5992,11771,96.4,198.8,59.2
Northern,Agago,Kalongo Town Council,5379,6215,11594,86.5,26.5,437.5
Northern,Agago,Kotomol,6076,6468,12544,93.9,160.7,78.1
Northern,Agago,Lamiyo,4082,4402,8484,92.7,138.9,61.1
Northern,Agago,Lapono,10719,11341,22060,94.5,465,47.4
Northern,Agago,Lira Palwo,7844,8466,16310,92.7,239.8,68
Northern,Agago,Lokole,7520,8021,15541,93.8,293.8,52.9
Northern,Agago,Omiya Pacwa,5600,5963,11563,93.9,320.7,36.1
Northern,Agago,Omot,6511,6888,13399,94.5,139.8,95.8
Northern,Agago,Paimol,10390,10629,21019,97.8,316.3,66.5
Northern,Agago,Parabongo,5534,5860,11394,94.4,192.7,59.1
Northern,Agago,Patongo,5352,5640,10992,94.9,108.4,101.4
Northern,Agago,Patongo Town Council,5603,5925,11528,94.6,30.8,374.3
Northern,Agago,Wol,11341,11947,23288,94.9,428.4,54.4
Northern,Agago,Agago Total,110495,117297,227792,94.2,3500.2,65.1
Northern,Alebtong,Abako,11834,12495,24329,94.7,113.5,214
Northern,Alebtong,Abia,11338,12098,23436,93.7,170.9,137
Northern,Alebtong,Akura,11368,11850,23218,95.9,145.5,160
Northern,Alebtong,Alebtong Town Council,3283,3419,6702,96,30.9,217
Northern,Alebtong,Aloi,14999,15710,30709,95.5,181.9,169
Northern,Alebtong,Amugu,13478,14230,27708,94.7,139.6,199
Northern,Alebtong,Apala,9513,10108,19621,94.1,107.7,182
Northern,Alebtong,Awei,13911,14678,28589,94.8,161.2,177
Northern,Alebtong,Omoro,21265,21964,43229,96.8,483.1,89
Northern,Alebtong,Alebtong Total,110989,116552,227541,95.2,1534,148
Northern,Amolatar,Agikdak,5300,5568,10868,95.2,58.2,187
Northern,Amolatar,Agwingiri,7750,8109,15859,95.6,124.7,127
Northern,Amolatar,Akwon,3772,3966,7738,95.1,41.4,187
Northern,Amolatar,Amolatar Town Council,5600,5602,11202,100,46.7,240
Northern,Amolatar,Aputi,7345,7679,15024,95.7,106.1,142
Northern,Amolatar,Arwotcek,8229,8440,16669,97.5,101,165
Northern,Amolatar,Awelo,5674,5880,11554,96.5,63,183
Northern,Amolatar,Etam,7287,7403,14690,98.4,96.9,152
Northern,Amolatar,Muntu,6575,6689,13264,98.3,105.6,126
Northern,Amolatar,Namasale,10146,9875,20021,102.7,368.3,54
Northern,Amolatar,Namasale Town Council,5336,4941,10277,108,50.9,202
Northern,Amolatar,Amolatar Total,73014,74152,147166,98.5,1162.8,127
Northern,Amudat,Amudat,14923,13281,28204,112.4,553.2,51
Northern,Amudat,Amudat Town Council,5831,5955,11786,97.9,6.1,1932.1
Northern,Amudat,Karita,17746,15218,32964,116.6,687.8,47.9
Northern,Amudat,Loroo,15746,17069,32815,92.2,368.7,89
Northern,Amudat,Amudat Total,54246,51523,105769,105.3,1615.8,65.5
Northern,Amuru,Amuru,20981,21320,42301,98.4,1237,34
Northern,Amuru,Amuru Town Council,4607,4695,9302,98.1,68.8,135
Northern,Amuru,Attiak,17078,17267,34345,98.9,1182.6,29
Northern,Amuru,Lamogi,22369,23964,46333,93.3,372.7,124
Northern,Amuru,Pabo,26249,28166,54415,93.2,757.5,72
Northern,Amuru,Amuru Total,91284,95412,186696,95.7,3618.6,52
Northern,Apac,Abongomola,16735,17454,34189,95.9,214.7,159
Northern,Apac,Aduku,14371,15194,29565,94.6,154.5,191
Northern,Apac,Aduku Town Council,3672,4043,7715,90.8,26.7,289
Northern,Apac,Akokoro,21353,20758,42111,102.9,688.3,61
Northern,Apac,Apac,25628,26985,52613,95,359.5,146
Northern,Apac,Apac Town Council,7242,7730,14972,93.7,33.6,446
Northern,Apac,Chawente,16757,17180,33937,97.5,242.7,140
Northern,Apac,Chegere,17330,18149,35479,95.5,358.2,99
Northern,Apac,Ibuje,19799,20348,40147,97.3,399.2,101
Northern,Apac,Inomo,14515,15097,29612,96.1,165.6,179
Northern,Apac,Nambieso,23593,24693,48286,95.5,303.6,159
Northern,Apac,Apac Total,180995,187631,368626,96.5,2946.6,125
Northern,Arua,River Oli Division,20326,23063,43389,88.1,3.4,12761
Northern,Arua,Arua Hill Division,9390,9183,18573,102.3,6.8,2731
Northern,Arua,Adumi,14614,16159,30773,90.4,64.3,479
Northern,Arua,Aii-Vu,19685,20619,40304,95.5,97.9,412
Northern,Arua,Ajia,13232,14064,27296,94.1,324.3,84
Northern,Arua,Anyiribu,3836,4066,7902,94.3,122.6,64
Northern,Arua,Arivu,11617,12573,24190,92.4,150.8,160
Northern,Arua,Aroi,11601,12760,24361,90.9,38.1,639
Northern,Arua,Ayivuni,10871,11809,22680,92.1,46.9,484
Northern,Arua,Bileafe,10326,11064,21390,93.3,152.9,140
Northern,Arua,Dadamu,19262,21816,41078,88.3,35.2,1167
Northern,Arua,Ewanga,4222,4088,8310,103.3,-,-
Northern,Arua,Katrini,15083,16816,31899,89.7,73.3,435
Northern,Arua,Logiri,18035,19415,37450,92.9,205.4,182
Northern,Arua,Manibe,13774,15505,29279,88.8,55.3,529
Northern,Arua,Odupi,18765,19946,38711,94.1,377.2,103
Northern,Arua,Offaka,9228,9938,19166,92.9,191.9,100
Northern,Arua,Ogoko,9300,9349,18649,99.5,421.6,44
Northern,Arua,Okollo,8620,9212,17832,93.6,447,40
Northern,Arua,Oluko,18276,20430,38706,89.5,92,421
Northern,Arua,Omugo,20770,22808,43578,91.1,139.5,312
Northern,Arua,Pajulu,28066,32147,60213,87.3,61.5,979
Northern,Arua,Pawor,4663,5119,9782,91.1,130.5,75
Northern,Arua,Rhino Camp,11708,12096,23804,96.8,247.9,96
Northern,Arua,Rigbo,12677,13268,25945,95.5,286.6,91
Northern,Arua,Uleppi,4122,4676,8798,88.2,129.9,68
Northern,Arua,Uriama,11542,11879,23421,97.2,323.5,72
Northern,Arua,Vurra,21144,23454,44598,90.2,119.5,373
Northern,Arua,Arua Total,374755,407322,782077,92,4345.8,180
Northern,Dokolo,Adeknino,7858,8238,16096,95.4,86.5,186
Northern,Dokolo,Adok,8743,9168,17911,95.4,107.8,166
Northern,Dokolo,Agwata,10430,10857,21287,96.1,165.3,129
Northern,Dokolo,Amwoma,7014,7573,14587,92.6,74.6,196
Northern,Dokolo,Batta,9187,9303,18490,98.8,107.8,172
Northern,Dokolo,Dokolo,7796,8051,15847,96.8,73.7,215
Northern,Dokolo,Dokolo Town Council,9809,10326,20135,95,89.1,226
Northern,Dokolo,Kangai,8426,8837,17263,95.3,83.2,207
Northern,Dokolo,Kwera,6583,6803,13386,96.8,63.2,212
Northern,Dokolo,Okwalongwen,7027,7429,14456,94.6,78.4,184
Northern,Dokolo,Okwongodul,6603,7032,13635,93.9,73.9,185
Northern,Dokolo,Dokolo Total,89476,93617,183093,95.6,1003.5,182
Northern,Gulu,Bar Dege Division,19871,20451,40322,97.2,21.4,1884
Northern,Gulu,Laroo Division,13317,13996,27313,95.1,9.9,2759
Northern,Gulu,Layibi Division,18482,18723,37205,98.7,11.8,3153
Northern,Gulu,Pece Division,21535,23931,45466,90,12,3789
Northern,Gulu,Awach,9157,9750,18907,93.9,249.3,76
Northern,Gulu,Bobi,14060,14852,28912,94.7,230.9,125
Northern,Gulu,Bungatira,16042,16829,32871,95.3,186.5,176
Northern,Gulu,Koro,13978,14633,28611,95.5,214.3,134
Northern,Gulu,Lakwana,9289,9585,18874,96.9,156.1,121
Northern,Gulu,Lalogi,14651,15093,29744,97.1,337,88
Northern,Gulu,Odek,15541,15881,31422,97.9,419.6,75
Northern,Gulu,Ongako,11318,11851,23169,95.5,200.3,116
Northern,Gulu,Paicho,11924,12564,24488,94.9,454.7,54
Northern,Gulu,Palaro,6792,6763,13555,100.4,514.4,26
Northern,Gulu,Patiko,9035,9317,18352,97,268.6,68
Northern,Gulu,Unyama,8416,8718,17134,96.5,140.1,122
Northern,Gulu,Gulu Total,213408,222937,436345,95.7,3426.9,127
Northern,Kaabong,Kaabong East,4247,5246,9493,81,56.5,168
Northern,Kaabong,Kaabong Town Council,5562,5997,11559,92.7,13.5,856
Northern,Kaabong,Kaabong West,6042,7168,13210,84.3,68.1,194
Northern,Kaabong,Kalapata,11253,13463,24716,83.6,193,128
Northern,Kaabong,Kamion,3018,3119,6137,96.8,1138.8,5
Northern,Kaabong,Kapedo,7055,7544,14599,93.5,347.8,42
Northern,Kaabong,Kathile,9565,11008,20573,86.9,257.1,80
Northern,Kaabong,Kawalakol,6918,7235,14153,95.6,1102.7,13
Northern,Kaabong,Lobalangit,3752,3912,7664,95.9,299.4,26
Northern,Kaabong,Lodiko,2826,3536,6362,79.9,420.5,15
Northern,Kaabong,Lolelia,3838,4126,7964,93,652,12
Northern,Kaabong,Loyoro,1810,1854,3664,97.6,1274.6,3
Northern,Kaabong,Napore Karenga,7257,7560,14817,96,943.2,16
Northern,Kaabong,Sidok,6064,6904,12968,87.8,542.8,24
Northern,Kaabong,Kaabong Total,79207,88672,167879,89.3,7310,23
Northern,Kitgum,Central Division,13206,13775,26981,95.9,,
Northern,Kitgum,Pager Division,16969,18159,35128,93.4,,
Northern,Kitgum,Labongo Akwang,16798,17976,34774,93.4,,
Northern,Kitgum,Labongo Amida,4128,4289,8417,96.2,,
Northern,Kitgum,Labongo Layamo,1434,1452,2886,98.8,,
Northern,Kitgum,Lagoro,5741,5919,11660,97,,
Northern,Kitgum,Mucwini,10461,10715,21176,97.6,,
Northern,Kitgum,Namokora,6912,7255,14167,95.3,,
Northern,Kitgum,Omiya Anyima,10268,10815,21083,94.9,,
Northern,Kitgum,Orom,13341,14435,27776,92.4,,
Northern,Kitgum,Kitgum Total,99258,104790,204048,94.7,,
Northern,Koboko,"Northern Divison,",9212,9943,19155,92.6,,
Northern,Koboko,Southern Division,1366,1338,2704,102.1,,
Northern,Koboko,Western Division,14235,15504,29739,91.8,,
Northern,Koboko,Abuku,7206,7349,14555,98.1,,
Northern,Koboko,Dranya,6338,6534,12872,97,,
Northern,Koboko,Kuluba,20671,19810,40481,104.3,,
Northern,Koboko,Lobule,16569,17110,33679,96.8,,
Northern,Koboko,Ludara,16024,15632,31656,102.5,,
Northern,Koboko,Midia,10629,11025,21654,96.4,,
Northern,Koboko,Koboko Total,102250,104245,206495,98.1,,
Northern,Kole,Aboke,22698,23913,46611,94.9,205,227
Northern,Kole,Akalo,14066,14821,28887,94.9,155.3,186
Northern,Kole,Alito,19340,19942,39282,97,161,244
Northern,Kole,Ayer,17477,18036,35513,96.9,161.5,220
Northern,Kole,Bala,22332,23408,45740,95.4,198.8,230
Northern,Kole,Kole Town Council,4349,4511,8860,96.4,42,211
Northern,Kole,Okwerodot,16902,17532,34434,96.4,149.3,231
Northern,Kole,Kole Total,117164,122163,239327,95.9,1072.9,223
Northern,Kotido,Kacheri,13946,16070,30016,86.8,1075.4,28
Northern,Kotido,Kotido,15877,17809,33686,89.2,595.8,57
Northern,Kotido,Kotido Town Council,6659,7179,13838,92.8,22.6,612
Northern,Kotido,Nakapelimoru,13131,13381,26512,98.1,417.5,64
Northern,Kotido,Panyangara,18834,21124,39958,89.2,871.5,46
Northern,Kotido,Rengen,17722,19318,37040,91.7,627.6,59
Northern,Kotido,Kotido Total,86169,94881,181050,90.8,3610.4,50
Northern,Lamwo,Agoro,8845,9630,18475,91.8,625.9,30
Northern,Lamwo,Lamwo Town Council,3910,4020,7930,97.3,90.7,87
Northern,Lamwo,Palabek Gem,7349,7729,15078,95.1,584.4,26
Northern,Lamwo,Madi  Opei,5740,6102,11842,94.1,836.2,14
Northern,Lamwo,Padibe West,5844,6575,12419,88.9,117,106
Northern,Lamwo,Lokung,8187,8367,16554,97.8,63.2,262
Northern,Lamwo,Padibe East,4468,4776,9244,93.6,216.9,43
Northern,Lamwo,Palabek Kal,7054,7393,14447,95.4,797.6,18
Northern,Lamwo,Palabek Ogili,4700,4791,9491,98.1,618.4,15
Northern,Lamwo,Paloga,4363,4776,9139,91.4,422.6,22
Northern,Lamwo,Padibe Town Council,4646,5106,9752,91,1215.4,8
Northern,Lamwo,Lamwo Total,65106,69265,134371,94,5588.3,24
Northern,Lira,Adekokwok,19237,20720,39957,92.8,70.2,569
Northern,Lira,Agali,12195,12661,24856,96.3,8.9,2793
Northern,Lira,Agweng,13815,14779,28594,93.5,147.9,193
Northern,Lira,Amach,16970,17852,34822,95.1,136.1,256
Northern,Lira,Aromo,15812,16598,32410,95.3,182.8,177
Northern,Lira,Barr,21412,22530,43942,95,161.4,272
Northern,Lira,Lira,17129,18383,35512,93.2,270.4,131
Northern,Lira,Ngetta,15717,16904,32621,93,12.4,2631
Northern,Lira,Ogur,17551,18386,35937,95.5,75.3,477
Northern,Lira,Adyel Division,15053,16832,31885,89.4,103.6,308
Northern,Lira,Central Division,11290,12277,23567,92,147,160
Northern,Lira,Ojwina Division,17685,20482,38167,86.3,8.4,4544
Northern,Lira,Railway Division,2797,2976,5773,94,5.8,995
Northern,Lira,Lira Total,196663,211380,408043,93,1330.2,307
Northern,Maracha,Kijomoro,14065,15997,30062,87.9,70.9,424
Northern,Maracha,Maracha Town Council,4374,4917,9291,89,14.3,650
Northern,Maracha,Nyadri,9097,10091,19188,90.1,33.6,571
Northern,Maracha,Oleba,15453,16662,32115,92.7,83.7,384
Northern,Maracha,Oluffe,11155,12415,23570,89.9,57.2,412
Northern,Maracha,Oluvu,13811,15875,29686,87,69.5,427
Northern,Maracha,Tara,7969,8982,16951,88.7,42.6,398
Northern,Maracha,Yivu,11976,13295,25271,90.1,68.6,368
Northern,Maracha,Maracha Total,87900,98234,186134,89.5,440.4,423
Northern,Moyo,Aliba,8379,8163,16542,102.6,79.1,209
Northern,Moyo,Difule,5218,5491,10709,95,220.3,49
Northern,Moyo,Gimara,6598,6659,13257,99.1,257.5,51
Northern,Moyo,Itula,6788,6474,13262,104.9,500.8,26
Northern,Moyo,Laropi,4827,4794,9621,100.7,77.6,124
Northern,Moyo,Lefori,6035,6388,12423,94.5,118.4,105
Northern,Moyo,Metu,14108,13941,28049,101.2,360,78
Northern,Moyo,Moyo,11953,12617,24570,94.7,287.7,85
Northern,Moyo,Moyo Town Council,5034,5545,10579,90.8,7.5,1411
Northern,Moyo,Moyo Total,68940,70072,139012,98.4,1908.9,73
Northern,Nakapiripirit,Kakomongole,9505,10105,19610,94.1,310.5,63
Northern,Nakapiripirit,Lolachat,15219,16853,32072,90.3,621.9,52
Northern,Nakapiripirit,Loregae,10319,11879,22198,86.9,1037.3,21
Northern,Nakapiripirit,Lorengedwat,4046,4110,8156,98.4,432.5,19
Northern,Nakapiripirit,Moruita,7578,7436,15014,101.9,849.4,18
Northern,Nakapiripirit,Nabilatuk,12748,15433,28181,82.6,506.5,56
Northern,Nakapiripirit,Nakapiripirit Town Council,1727,2000,3727,86.4,4.5,828
Northern,Nakapiripirit,Namalu,13436,14296,27732,94,439,63
Northern,Nakapiripirit,Nakapiripirit Total,74578,82112,156690,90.8,4201.6,37
Northern,Napak,Iriiri,19259,23038,42297,83.6,635.9,67
Northern,Napak,Lokopo,9868,11234,21102,87.8,2336.6,9
Northern,Napak,Lopeei,6316,6902,13218,91.5,699,19
Northern,Napak,Lorengecora,4858,5330,10188,91.1,201.1,51
Northern,Napak,Lotome,4977,6111,11088,81.4,436,25
Northern,Napak,Matany,10108,12159,22267,83.1,455.1,49
Northern,Napak,Napak Town Council,2266,2467,4733,91.9,60.3,78
Northern,Napak,Ngoleriet,7866,9465,17331,83.1,152.8,113
Northern,Napak,Napak Total,65518,76706,142224,85.4,4976.8,29
Northern,Nebbi,Alwi,8946,9315,18261,96,240.9,76
Northern,Nebbi,Pakwach,10142,10763,20905,94.2,141.8,147
Northern,Nebbi,Pakwach Town Council,10876,12164,23040,89.4,23.2,993
Northern,Nebbi,Panyango,13502,14817,28319,91.1,159.8,177
Northern,Nebbi,Panyimur,21111,22255,43366,94.9,225,193
Northern,Nebbi,Wadelai,11795,12351,24146,95.5,248.6,97
Northern,Nebbi,Akworo,12268,13107,25375,93.6,100.3,253
Northern,Nebbi,Atego,4743,5215,9958,90.9,47.5,210
Northern,Nebbi,Erussi,16932,18090,35022,93.6,88.4,396
Northern,Nebbi,Kucwiny,15476,16543,32019,93.6,278.1,115
Northern,Nebbi,Ndhew,9925,11081,21006,89.6,69,304
Northern,Nebbi,Nebbi,11982,12629,24611,94.9,124.5,198
Northern,Nebbi,Nebbi Town Council,16714,18315,35029,91.3,54.2,646
Northern,Nebbi,Nyaravur,9783,10780,20563,90.8,109.9,187
Northern,Nebbi,Parombo,16909,18265,35174,92.6,113.1,311
Northern,Nebbi,Nebbi Total,191104,205690,396794,92.9,2024.3,196
Northern,Nwoya,Alero,20707,21102,41809,98.1,1333.1,31.4
Northern,Nwoya,Anaka Payira,5384,5769,11153,93.3,160.9,69.3
Northern,Nwoya,Anaka Town Council,6536,7056,13592,92.6,1294.9,10.5
Northern,Nwoya,Koch-Goma,17400,18074,35474,96.3,76.3,464.9
Northern,Nwoya,Purongo,15942,15536,31478,102.6,1813.5,17.4
Northern,Nwoya,Nwoya Total,65969,67537,133506,97.7,4678.7,28.5
Northern,Otuke,Adwari,4990,5203,10193,95.9,167.8,60.7
Northern,Otuke,Alango,5959,6451,12410,92.4,135.7,91.5
Northern,Otuke,Ogor,7155,7233,14388,98.9,271.5,53
Northern,Otuke,Ogwette,7594,7703,15297,98.6,260.7,58.7
Northern,Otuke,Okwang,10797,11327,22124,95.3,249,88.9
Northern,Otuke,Olilim,6678,6927,13605,96.4,259.6,52.4
Northern,Otuke,Orum,4932,5092,10024,96.9,139.7,71.8
Northern,Otuke,Otuke Town Council,3082,3131,6213,98.4,64.7,96
Northern,Otuke,Otuke Total,51187,53067,104254,96.5,1548.7,67.3
Northern,Oyam,Aber,16245,17121,33366,94.9,285,117.1
Northern,Oyam,Abok,8611,8932,17543,96.4,136.1,128.9
Northern,Oyam,Acaba,13627,14465,28092,94.2,173.8,161.6
Northern,Oyam,Aleka,14383,15175,29558,94.8,124.9,236.7
Northern,Oyam,Iceme,22919,23836,46755,96.2,252.6,185.1
Northern,Oyam,Kamdini,19648,21148,40796,92.9,136.5,298.9
Northern,Oyam,Loro,27128,28032,55160,96.8,319.1,172.9
Northern,Oyam,Minakulu,18150,19838,37988,91.5,130.3,291.5
Northern,Oyam,Myene,13495,14123,27618,95.6,258.1,107
Northern,Oyam,Ngai,14465,14456,28921,100.1,184.3,156.9
Northern,Oyam,Otwal,12648,13472,26120,93.9,136,192.1
Northern,Oyam,Oyam Town Council,5802,5925,11727,97.9,59.3,197.8
Northern,Oyam,Oyam Total,187121,196523,383644,95.2,2196,174.7
Northern,Pader,Acholibur,6794,7244,14038,93.8,125.4,112
Northern,Pader,Angagura,4447,4526,8973,98.3,401.6,22
Northern,Pader,Atanga,7470,7995,15465,93.4,285.3,54
Northern,Pader,Awere,9368,10185,19553,92,321.1,61
Northern,Pader,Laguti,6614,6890,13504,96,448.1,30
Northern,Pader,Lapul,8823,9435,18258,93.5,345.2,53
Northern,Pader,Latanya,7307,7849,15156,93.1,272.2,56
Northern,Pader,Ogom,4236,4315,8551,98.2,235.7,36
Northern,Pader,Pader,4900,4594,9494,106.7,203,47
Northern,Pader,Pader Town Council,6433,6949,13382,92.6,64.7,207
Northern,Pader,Pajule,11084,11629,22713,95.3,318.9,71
Northern,Pader,Puranga,9159,9758,18917,93.9,305.2,62
Northern,Pader,Pader Total,86635,91369,178004,94.8,3326.4,54
